work,source_type,source_ref,place_text,normalized_place,place_type,city,region,country,confidence,context
La vie mode d'emploi,pdf,149,Gattières,Gattieres,other,,,France,0.800,Hutting's location for dreaming of a small quiet studio.
La vie mode d'emploi,pdf,152,Montmartre,Montmartre,district,Paris,Île-de-France,France,0.900,"The text references Montmartre in a phrase about experiences and locations, implying a real place in context."
La vie mode d'emploi,pdf,152,Le Pont de la Rivière Kwaï,The Bridge on the River Kwai,landmark,,,Thailand,0.800,"The mention relates to a famous landmark from literature, hinting at its geographical and historical significance."
La vie mode d'emploi,pdf,153,BAMAKO,Bamako,city,Bamako,,Mali,0.950,Mention of a charnier humain discovered in Bamako.
La vie mode d'emploi,pdf,153,Fouïdra,Fouidra,region,,,Mali,0.850,Discovery of human remains in the region of Fouïdra.
La vie mode d'emploi,pdf,157,Namur,namur,city,Namur,Walloon Region,Belgium,0.900,Mentioned as 'le plan de Namur de son fils David'.
La vie mode d'emploi,pdf,157,Thuburbo Majus,thuburbo majus,landmark,,,Tunisia,0.800,Referencing an antique lion found by Hutting.
La vie mode d'emploi,pdf,157,Amsterdam,amsterdam,city,Amsterdam,North Holland,Netherlands,0.900,A character known as the exiled singer from Russia following Schönberg.
La vie mode d'emploi,pdf,157,arkhangelsk,arkhangelsk,city,Arkhangelsk,,Russia,0.800,A pilgrimage gone wrong resulting in a shipwreck.
La vie mode d'emploi,pdf,157,Paraguay,paraguay,country,,,Paraguay,0.850,A mention of a laborer preparing to burn a letter.
La vie mode d'emploi,pdf,158,Paris,paris,city,Paris,Île-de-France,France,0.980,Le marchand d’huile ouvrant à Paris un restaurant à poissons
La vie mode d'emploi,pdf,158,Varsovie,varsovie,city,Varsovie,Mazovie,Poland,0.950,L’ancien clown de Varsovie menant une petite vie dans l’Oise
La vie mode d'emploi,pdf,158,Espagne,espagne,country,,,Spain,0.900,L’archéologue cherchant les traces des rois arabes d’Espagne
La vie mode d'emploi,pdf,158,Corée,coree,country,,,South Korea,0.850,L’Américain déserteur laissant mourir sa patrouille en Corée
La vie mode d'emploi,pdf,158,Médina,medina,district,,,,0.800,Le calligraphe recopiant dans la Médina une sourate du Coran
La vie mode d'emploi,pdf,159,Chaumont-Porcien,Chaumont-Porcien,city,Chaumont-Porcien,Grand Est,France,0.900,A young girl living with a Belgian mason in Chaumont-Porcien.
La vie mode d'emploi,pdf,159,Hambourg,Hamburg,city,Hamburg,Hamburg,Germany,0.900,The composer offering to Hamburg the Overture à la Française.
La vie mode d'emploi,pdf,160,Damas,Damascus,city,Damascus,Damascus,Syria,0.900,L’éditeur de Damas ruiné par les Nationalistes anti-Français
La vie mode d'emploi,pdf,160,New York,New York,city,New York,New York,United States,0.950,L’abbé ému venant à l’aide d’un Français perdu dans New York
La vie mode d'emploi,pdf,161,Tunisie,Tunisia,country,,,Tunisia,0.900,La belle Polonaise revenant de Tunisie avec son petit enfant
La vie mode d'emploi,pdf,161,Kenya,Kenya,country,,,Kenya,0.900,Le botaniste du Kenya espérant baptiser un épiphylle ivoirin
La vie mode d'emploi,pdf,163,Champs-Élysées,Champs-Élysées,street,Paris,Île-de-France,France,0.900,Troquet allait vendre le dimanche aux badauds des Champs-Élysées.
La vie mode d'emploi,pdf,163,Covent Garden,Covent Garden,landmark,London,England,United Kingdom,0.800,"La Bohème, Covent Garden, Opéra de Naples, 1946"
La vie mode d'emploi,pdf,163,Opéra de Naples,Opéra de Naples,building,Naples,Campania,Italy,0.800,"La Bohème, Covent Garden, Opéra de Naples, 1946"
La vie mode d'emploi,pdf,163,Berlin,Berlin,city,Berlin,Berlin,Germany,0.900,"les maquettes d’Emil Preetorius pour les décors de cette même représentation, le moule de faux marbre que Karl Böhm fit porter à Haig Clifford pour le rôle du Commandeur dans le Don Giovanni qu’il monta au Mai Musical d’Urbino, etc."
La vie mode d'emploi,pdf,163,Urbino,Urbino,city,Urbino,Marche,Italy,0.800,qu’il monta au Mai Musical d’Urbino
La vie mode d'emploi,pdf,164,Bibliothèque de l’Opéra,bibliotheque de l'opera,building,Paris,Île-de-France,France,0.900,Mention of the financial issues related to the Bibliothèque de l’Opéra.
La vie mode d'emploi,pdf,164,Sacré-Cœur,sacre coeur,landmark,Paris,Île-de-France,France,0.800,Grégoire Simpson shows potential buyers a view of the Sacré-Cœur.
La vie mode d'emploi,pdf,164,Paris,paris,city,Paris,Île-de-France,France,1.000,Grégoire Simpson's year of great promenades in Paris.
La vie mode d'emploi,pdf,165,neuvième arrondissement,9th arrondissement,district,Paris,Île-de-France,France,0.900,"Il longeait les devantures, … du neuvième arrondissement."
La vie mode d'emploi,pdf,165,XVIIe arrondissement,17th arrondissement,district,Paris,Île-de-France,France,0.900,comme de dénombrer tous les restaurants russes du XVIIe arrondissement …
La vie mode d'emploi,pdf,165,Denfert-Rochereau,Denfert-Rochereau,landmark,Paris,Île-de-France,France,0.800,vers Denfert-Rochereau ou Château-Landon …
La vie mode d'emploi,pdf,165,Château-Landon,Château-Landon,street,Paris,Île-de-France,France,0.800,vers Denfert-Rochereau ou Château-Landon …
La vie mode d'emploi,pdf,165,grands boulevards,grands boulevards,street,Paris,Île-de-France,France,0.700,des cinémas crasseux des grands boulevards …
La vie mode d'emploi,pdf,166,rue Léon-Jost,Rue Leon Jost,street,,,,0.800,Mentioned as a place where the character went to buy bread.
La vie mode d'emploi,pdf,166,pont Cardinet,Pont Cardinet,landmark,,,,0.800,Mentioned in connection to rumors about a character's fate.
La vie mode d'emploi,pdf,166,Thonon-les-Bains,Thonon-les-Bains,city,Thonon-les-Bains,,France,0.900,The place where Grégoire Simpson came from.
La vie mode d'emploi,pdf,166,place du Château,Place du Chateau,landmark,,,,0.700,Part of the route the character took in a festival.
La vie mode d'emploi,pdf,166,ville haute,Ville Haute,district,,,,0.600,Location mentioned as part of the character's journey during a festival.
La vie mode d'emploi,pdf,166,porte des Allinges,Porte des Allinges,landmark,,,,0.700,Mentioned as a part of the route in a festival context.
La vie mode d'emploi,pdf,166,porte de Rives,Porte de Rives,landmark,,,,0.700,Part of the route the character took during the celebrations.
La vie mode d'emploi,pdf,166,rue Saint-Sébastien,Rue Saint-Sebastien,street,,,,0.700,Street mentioned as part of the character’s route.
La vie mode d'emploi,pdf,167,Théâtre de l’Odéon,theatre de l'odeon,landmark,Paris,Île-de-France,France,0.900,Mentioned as the location where Marguerite discovered the photograph.
La vie mode d'emploi,pdf,167,rue Simon-Crubellier,rue simon-crubellier,street,,,France,0.800,Mentioned as the street where Gaspard and Marguerite installed themselves.
La vie mode d'emploi,pdf,168,Marseille,Marseille,city,Marseille,Provence-Alpes-Côte d'Azur,France,0.900,Mentioned in relation to how Marguerite met Gaspard Winckler.
La vie mode d'emploi,pdf,168,La Ferté-Milon,La Ferté-Milon,city,La Ferté-Milon,Île-de-France,France,0.800,Gaspard returned to La Ferté-Milon to learn of his father's death.
La vie mode d'emploi,pdf,168,Verdun,Verdun,city,Verdun,Grand Est,France,0.800,Gaspard's father died in Verdun.
La vie mode d'emploi,pdf,168,Caire,Caire,city,Le Caire,,Egypt,0.700,Gaspard's mother lives now in Cairo.
La vie mode d'emploi,pdf,168,Paris,Paris,city,Paris,Île-de-France,France,0.900,Cyrille Voltimand lives in Paris.
La vie mode d'emploi,pdf,168,Bab Fetouh,Bab Fetouh,landmark,,,Morocco,0.600,Mentioned in relation to Gaspard's time in Africa.
La vie mode d'emploi,pdf,168,Bou Jeloud,Bou Jeloud,landmark,,,Morocco,0.600,Mentioned in relation to Gaspard's time in Africa.
La vie mode d'emploi,pdf,169,Paris,Paris,city,Paris,Île-de-France,France,1.000,Ils se marièrent quelques jours plus tard et montèrent à Paris.
La vie mode d'emploi,pdf,169,rue Simon-Crubellier,Rue Simon-Crubellier,street,,,France,0.800,Valène fit la connaissance des Winckler quelques jours après leur emménagement rue Simon-Crubellier.
La vie mode d'emploi,pdf,169,Parc Monceau,Parc Monceau,landmark,Paris,Île-de-France,France,0.900,"Plusieurs fois, tandis que Winckler s’enfermait dans son atelier, ils allèrent se promener ensemble au Parc Monceau."
La vie mode d'emploi,pdf,169,boulevard Péreire,Boulevard Péreire,street,Paris,Île-de-France,France,0.800,ils suivaient le chemin de fer de petite ceinture le long du boulevard Péreire.
La vie mode d'emploi,pdf,169,boulevard Haussmann,Boulevard Haussmann,street,Paris,Île-de-France,France,0.800,ou allaient voir des expositions boulevard Haussmann.
La vie mode d'emploi,pdf,169,avenue de Messine,Avenue de Messine,street,Paris,Île-de-France,France,0.800,"ou allaient voir des expositions boulevard Haussmann, avenue de Messine."
La vie mode d'emploi,pdf,169,rue du Faubourg Saint-Honoré,Rue du Faubourg Saint-Honoré,street,Paris,Île-de-France,France,0.800,"ou allaient voir des expositions boulevard Haussmann, avenue de Messine, rue du Faubourg Saint-Honoré."
La vie mode d'emploi,pdf,169,Deauville,Deauville,city,Deauville,,France,0.900,ou les invitait quelques jours à Deauville.
La vie mode d'emploi,pdf,169,Trieste,Trieste,city,Trieste,Friuli-Venezia Giulia,Italy,0.900,"alors qu’il cabotait sur son yacht l’Alcyon le long des côtes adriatiques, il les convia à venir passer deux mois avec lui entre Trieste et Corfou."
La vie mode d'emploi,pdf,169,Corfou,Corfu,other,,,Greece,0.900,entre Trieste et Corfou.
La vie mode d'emploi,pdf,169,Piran,Piran,other,Piran,,Slovenia,0.900,leur faisant découvrir les palais roses de Piran.
La vie mode d'emploi,pdf,169,Portoroz,Portorož,other,Portorož,,Slovenia,0.900,les palaces fin-de-siècle de Portoroz.
La vie mode d'emploi,pdf,169,Spalato,Split,city,Split,Split-Dalmatia,Croatia,0.900,les ruines dioclétiennes de Spalato.
La vie mode d'emploi,pdf,169,Raguse,Dubrovnik,city,Dubrovnik,,Croatia,0.900,"Raguse, devenue depuis quelques années Dubrovnik."
La vie mode d'emploi,pdf,169,Bouches de Cattaro,Bay of Kotor,natural_feature,,,Montenegro,0.800,les reliefs tourmentés des Bouches de Cattaro.
La vie mode d'emploi,pdf,169,Montagne Noire,Montenegro,region,,,Montenegro,0.700,la Montagne Noire.
La vie mode d'emploi,pdf,169,Rovigno,Rovinj,city,Rovinj,,Croatia,0.900,en face des murailles crénelées de Rovigno.
La vie mode d'emploi,pdf,169,Argentine,Argentina,country,,,Argentina,0.900,"tous les objets qu’elle avait touchés, qu’elle avait regardés, qu’elle avait aimés, le caillou vitrifié avec ses rainures blanches, beiges et orange, la petite licorne de jade, rescapée d’un précieux jeu d’échecs, et la broche florentine qu’il lui avait offerte parce qu’il y avait dessus, en microscopiques mosaïques, trois marguerites."
La vie mode d'emploi,pdf,169,Chili,Chile,country,,,Chile,0.900,attendaient de devenir puzzles.
La vie mode d'emploi,pdf,171,Égypte,Egypte,country,,,Egypt,0.900,Adèle consulte un guide de l'Égypte.
La vie mode d'emploi,pdf,171,Lyon,Lyon,city,Lyon,,France,0.950,Un dictionnaire d’égyptologie connu publié à Lyon.
La vie mode d'emploi,pdf,171,Rome,Rome,city,Rome,,Italy,0.950,Obélisque près le temple de Sainct Pierre à Rome.
La vie mode d'emploi,pdf,171,Nil,Nil,river,,,Egypt,0.900,Vous pourrez voir plusieurs pyramides sur le Nil.
La vie mode d'emploi,pdf,171,Caire,Caire,city,Caire,,Egypt,0.950,Référence à la localisation des pyramides près du Caire.
La vie mode d'emploi,pdf,171,Aetiopie,Aetiopie,region,,,Ethiopia,0.850,Lieu mentionné en rapport avec le Nil.
La vie mode d'emploi,pdf,171,Paris,Paris,city,Paris,,France,0.950,Distance mentionnée de Paris à Tours dans le contexte du bruit du Nil.
La vie mode d'emploi,pdf,171,Tours,Tours,city,Tours,,France,0.950,Distance mentionnée de Paris à Tours.
La vie mode d'emploi,pdf,172,Aubervilliers,Aubervilliers,city,Aubervilliers,Île-de-France,France,0.900,Mentioned as the place where one of the characters was a trainee.
La vie mode d'emploi,pdf,172,Montrouge,Montrouge,city,Montrouge,Île-de-France,France,0.900,Mentioned as the place where another character was a trainee.
La vie mode d'emploi,pdf,172,Mongolie extérieure,Mongolia,country,,,Mongolia,0.800,Mentioned in the context of a trip organized by their company.
La vie mode d'emploi,pdf,172,Oulan-Bator,Ulaanbaatar,city,Ulaanbaatar,,Mongolia,0.850,Described as a large town with typical stalinist architecture.
La vie mode d'emploi,pdf,172,désert de Gobi,Gobi Desert,natural_feature,,,Mongolia,0.900,Mentioned as having not much to show other than horses.
La vie mode d'emploi,pdf,172,Perse,Persia,region,,,Iran,0.750,Mentioned during their travels to the East.
La vie mode d'emploi,pdf,172,Afghanistan,Afghanistan,country,,,Afghanistan,0.900,Mentioned as a stop on their journey.
La vie mode d'emploi,pdf,172,Indonésie,Indonesia,country,,,Indonesia,0.900,Related to the residence of a peculiar character.
La vie mode d'emploi,pdf,172,Djakarta,Jakarta,city,Jakarta,,Indonesia,0.850,Mentioned as the place where the interesting character worked.
La vie mode d'emploi,pdf,172,Paris,Paris,city,Paris,Île-de-France,France,0.900,Mentioned as the location of their shops.
La vie mode d'emploi,pdf,172,Lille,Lille,city,Lille,Hauts-de-France,France,0.900,Mentioned as one of the cities where they have shops.
La vie mode d'emploi,pdf,172,Cannes,Cannes,city,Cannes,Provence-Alpes-Côte d'Azur,France,0.900,Mentioned as another city where they have plans for a shop.
La vie mode d'emploi,pdf,172,Bernay,Bernay,city,Bernay,Normandy,France,0.850,Mentioned as the location of their country house.
La vie mode d'emploi,pdf,172,Macassar,Makassar,city,Makassar,,Indonesia,0.800,Mentioned as the place where they found a talented artisan.
La vie mode d'emploi,pdf,172,Hong-Kong,Hong Kong,city,Hong Kong,,China,0.900,Mentioned in relation to various goods traded.
La vie mode d'emploi,pdf,173,Amérique du Sud,amerique du sud,region,,,South America,0.900,Le texte mentionne des contacts pris en Amérique du Sud.
La vie mode d'emploi,pdf,173,Afrique noire,afrique noire,region,,,Africa,0.900,Le texte mentionne des contacts pris en Afrique noire.
La vie mode d'emploi,pdf,173,Égypte,egypte,country,,,Egypt,0.950,Le texte fait référence à un marchand égyptien.
La vie mode d'emploi,pdf,173,Europe occidentale,europe occidentale,region,,,Western Europe,0.850,Le texte évoque des droits exclusifs pour l'Europe occidentale.
La vie mode d'emploi,pdf,174,Paris,paris,city,Paris,Île-de-France,France,0.950,The text references various classic trades in the city of Paris.
La vie mode d'emploi,pdf,175,Valence,Valence,city,Valence,,France,0.950,"La Valence, la belle Valence, la fraîche orange!"
La vie mode d'emploi,pdf,176,Pithiviers,Pithiviers,city,Pithiviers,Centre-Val de Loire,France,0.900,Mentioned as the city known for its famous pâté d'alouettes.
La vie mode d'emploi,pdf,176,la Madeleine,la Madeleine,district,Paris,Île-de-France,France,0.850,The restaurant Rue des Mathurins is located in the district of La Madeleine.
La vie mode d'emploi,pdf,176,Toulon,Toulon,city,Toulon,Provence-Alpes-Côte d'Azur,France,0.800,Mentioned as the home of one of the troupe members.
La vie mode d'emploi,pdf,177,Porte Saint-Martin,porte saint-martin,landmark,Paris,Île-de-France,France,0.900,a reference to a theater associated with past performances.
La vie mode d'emploi,pdf,177,Avenue du Maine,avenue du maine,street,Paris,Île-de-France,France,0.850,mention of a location associated with a tailor.
La vie mode d'emploi,pdf,177,Cévennes,cevennes,region,,Occitanie,France,0.800,describing where some performances took place.
La vie mode d'emploi,pdf,177,Haute-Provence,haute-provence,region,,Provence-Alpes-Côte d'Azur,France,0.800,another region mentioned for the performances.
La vie mode d'emploi,pdf,178,Lyon,Lyon,city,Lyon,Auvergne-Rhône-Alpes,France,0.900,They arrived in Lyon and agreed to separate.
La vie mode d'emploi,pdf,178,Espagne,Espagne,country,,,Spain,0.800,They took two years to cross Spain.
La vie mode d'emploi,pdf,178,Maroc,Maroc,country,,,Morocco,0.800,They passed through Morocco.
La vie mode d'emploi,pdf,178,Mauritanie,Mauritanie,country,,,Mauritania,0.800,They descended into Mauritania.
La vie mode d'emploi,pdf,178,Sénégal,Sénégal,country,,,Senegal,0.800,They reached Senegal.
