work,source_type,source_ref,mention_text,normalized_text,mention_kind,spatial_type,usage,city,region,country,confidence,context
Georges Perec La Vie Mode D'Emploi,pdf,292,Saint-Moritz,Saint-Moritz,named_place,city,literal,Saint-Moritz,,Suisse,0.950,"Dernières Nouvelles de Saint-Moritz, feuille locale qui pendant la saison d’hiver"
Georges Perec La Vie Mode D'Emploi,pdf,292,villes,ville,generic_spatial_entity,city,literal,,,,0.800,plus de deux mille ateliers répartis dans quatre-vingt-onze villes et dans vingt-trois pays
Georges Perec La Vie Mode D'Emploi,pdf,292,pays,pays,generic_spatial_entity,country,literal,,,,0.800,répartis dans quatre-vingt-onze villes et dans vingt-trois pays
Georges Perec La Vie Mode D'Emploi,pdf,290,Safad,Safad,named_place,city,literal,Safad,,,0.950,"un client arrivé à Safad cochait en vrac des événements tels que : ski, bains ferrugineux..."
Georges Perec La Vie Mode D'Emploi,pdf,290,la Kasbah’de Ouarzazate,la Kasbah de Ouarzazate,named_place,building,literal,,,,0.950,"événements tels que : ski, bains ferrugineux, visite de la Kasbah’de Ouarzazate..."
Georges Perec La Vie Mode D'Emploi,pdf,290,Vence,Vence,named_place,city,literal,Vence,,,0.950,"un autre transport, de Coire à Vence, pour la visite des Grottes Reconstituées de Bétharram..."
Georges Perec La Vie Mode D'Emploi,pdf,290,musée de l’Ermitage,musée de l’Ermitage,named_place,institution,literal,,,,0.950,"dégustation de fromages et vins suisses, tournoi de canasta, visite du musée de l’Ermitage..."
Georges Perec La Vie Mode D'Emploi,pdf,290,château de Champs-sur-Marne,château de Champs-sur-Marne,named_place,building,literal,,,,0.950,"visite du château de Champs-sur-Marne, concert par l’orchestre philharmonique de Des Moines..."
Georges Perec La Vie Mode D'Emploi,pdf,290,Grottes de Bétharram,Grottes de Bétharram,named_place,natural_feature,literal,,,,0.950,visite des Grottes de Bétharram (« traversée complète d’une montagne féeriquement éclairée... »)
Georges Perec La Vie Mode D'Emploi,pdf,290,Coire,Coire,named_place,city,literal,Coire,,Suisse,0.950,prévoirait immédiatement un transport à Coire (Suisse) où auraient lieu les séances de ski sur glacier...
Georges Perec La Vie Mode D'Emploi,pdf,290,Mozambique,Mozambique,named_place,country,literal,,,Mozambique,0.950,transport pierre à pierre et reconstruction au Mozambique du monastère de Saint Pétroine d’Oxford...
Georges Perec La Vie Mode D'Emploi,pdf,290,Artesia,Artesia,named_place,city,literal,Artesia,,,0.950,"la Direction n’assurerait le transport à Artesia, où se dressait une réplique fabuleuse de la Kasbah’de Ouarzazate..."
Georges Perec La Vie Mode D'Emploi,pdf,290,Pemba,Pemba,named_place,city,literal,Pemba,,,0.950,"du London Bridge sur le lac Trout et du Palais de Darios à Persépolis à Huixtla (Mexique) où serait restituée dans ses plus infimes détails toute la magnificence de la cour des Rois de Perse, le nombre de leurs esclaves, de leurs chars, de leurs chevaux et de leurs palais, la beauté de leurs maîtresses, le luxe de leurs concerts. Il aurait été regrettable de songer à doubler ces chefs-d’œuvre, tant il apparaissait que l’originalité du système découlait de la singularité géographique de ces merveilles, jointe à la jouissance immédiate dont pouvait en disposer un client fortuné."
Georges Perec La Vie Mode D'Emploi,pdf,293,chambre,chambre,generic_spatial_entity,room,literal,,,,0.950,Beyssandre rendit visite à Smautf dans sa chambre et le chargea de prévenir son maître.
Georges Perec La Vie Mode D'Emploi,pdf,296,salon des Altamont,salon des Altamont,generic_spatial_entity,room,literal,,,,0.950,"Dans le grand salon des Altamont, deux serviteurs mettent la dernière main aux préparatifs de la réception."
Georges Perec La Vie Mode D'Emploi,pdf,296,bureau,bureau,generic_spatial_entity,work_space,literal,,,,0.950,Véronique Altamont est assise à un bureau gainé de cuir agrémenté d’arabesques dorées.
Georges Perec La Vie Mode D'Emploi,pdf,296,mur de gauche,mur de gauche,generic_spatial_entity,other,literal,,,,0.800,"Contre le mur de gauche, sur la tablette d’une cheminée de marbre veiné, deux lampes..."
Georges Perec La Vie Mode D'Emploi,pdf,296,mur du fond,mur du fond,generic_spatial_entity,other,literal,,,,0.800,Sur presque toute la longueur du mur du fond est accrochée une tapisserie très détériorée...
Georges Perec La Vie Mode D'Emploi,pdf,294,océan Indien,océan Indien,named_place,water,literal,,,,0.950,...des opérateurs de télévision qui partaient en tournage dans l'océan Indien...
Georges Perec La Vie Mode D'Emploi,pdf,294,mer Rouge,mer Rouge,named_place,water,literal,,,,0.950,"...l'océan Indien, la mer Rouge ou le golfe Persique..."
Georges Perec La Vie Mode D'Emploi,pdf,294,golfe Persique,golfe Persique,named_place,water,literal,,,,0.950,...la mer Rouge ou le golfe Persique le soin de détruire ses aquarelles...
Georges Perec La Vie Mode D'Emploi,pdf,294,appartement,appartement,generic_spatial_entity,domestic_space,literal,,,,0.800,Ce fut certainement lui qui organisa le cambriolage de l'appartement de Robert Cravennat...
Georges Perec La Vie Mode D'Emploi,pdf,294,Turquie,Turquie,named_place,country,literal,,,Turquie,0.950,"Beyssandre, et il y a un peu moins de deux mois, le vingt-cinq avril 1975, dans la même semaine que celle où Bartlebooth perdit définitivement la vue, l’inévitable finit par se produire : l’équipe de reportage qui était allée en Turquie..."
Georges Perec La Vie Mode D'Emploi,pdf,294,Trébizonde,Trébizonde,named_place,city,literal,Trébizonde,,Turquie,0.950,le cameraman devait se rendre à Trébizonde pour y procéder à la destruction de la quatre cent trente-huitième aquarelle de Bartlebooth...
Georges Perec La Vie Mode D'Emploi,pdf,294,atelier,atelier,generic_spatial_entity,work_space,literal,,,,0.800,et le début d’incendie criminel qui faillit dévaster l’atelier de Guyomard.
Georges Perec La Vie Mode D'Emploi,pdf,297,Valenciennes,Valenciennes,named_place,city,literal,Valenciennes,,France,0.950,un clerc de Valenciennes qui vécut au XIIe siècle
Georges Perec La Vie Mode D'Emploi,pdf,297,Phrygiens,Phrygiens,named_place,other,literal,,,,0.800,inonder les Phrygiens qui leur avaient refusé l’hospitalité
Georges Perec La Vie Mode D'Emploi,pdf,297,temple,temple,generic_spatial_entity,building,literal,,,,0.800,sa cabane devenue temple
Georges Perec La Vie Mode D'Emploi,pdf,297,Festival international de Saint-Jean-de-Luz,Festival international de Saint-Jean-de-Luz,named_place,other,literal,Saint-Jean-de-Luz,,France,0.950,au prochain Festival international de Saint-Jean-de-Luz
Georges Perec La Vie Mode D'Emploi,pdf,297,Ballets Frère,Ballets Frère,named_place,institution,literal,,,,0.800,la troupe qui s’appelait les Ballets Frère
Georges Perec La Vie Mode D'Emploi,pdf,297,Nuits musicales de Chatou,Nuits musicales de Chatou,named_place,other,literal,Chatou,,France,0.950,dans des festivals de banlieue — Nuits musicales de Chatou
Georges Perec La Vie Mode D'Emploi,pdf,297,La Hacquinière,La Hacquinière,named_place,other,literal,,,France,0.800,Samedis artistiques de La Hacquinière
Georges Perec La Vie Mode D'Emploi,pdf,297,Livry-Gargan,Livry-Gargan,named_place,city,literal,Livry-Gargan,,France,0.950,Festival de Livry-Gargan
Georges Perec La Vie Mode D'Emploi,pdf,299,Crescent Gardens,Crescent Gardens,named_place,street,literal,Londres,,Royaume-Uni,0.950,"La clinique est toujours là, 130 Crescent Gardens, mais c’est maintenant un immeuble de trois étages."
Georges Perec La Vie Mode D'Emploi,pdf,299,Londres,Londres,named_place,city,literal,Londres,,Royaume-Uni,0.950,"Je voulais venir te voir en fin d’après-midi, lorsque tu te réveillerais, ce n’était pas la peine de retourner à Londres."
Georges Perec La Vie Mode D'Emploi,pdf,299,banlieue,banlieue,generic_spatial_entity,district,literal,,,,0.800,m’empêcher de me faire conduire dans la lointaine banlieue.
Georges Perec La Vie Mode D'Emploi,pdf,299,pub,pub,generic_spatial_entity,commercial_space,literal,,,,0.800,"mieux valait rester dans les parages, quitte à perdre quelques heures dans un pub."
Georges Perec La Vie Mode D'Emploi,pdf,299,cinéma,cinéma,generic_spatial_entity,commercial_space,literal,,,,0.800,"mieux valait rester dans les parages, quitte à perdre quelques heures dans un pub ou au cinéma."
Georges Perec La Vie Mode D'Emploi,pdf,299,rues,rues,generic_spatial_entity,street,literal,,,,0.800,erré pendant une bonne demi-heure dans des rues bordées de semi-detached cottages.
Georges Perec La Vie Mode D'Emploi,pdf,299,quartier,quartier,generic_spatial_entity,district,literal,,,,0.600,J’ai revécu la journée que j’ai passée dans ce faubourg pendant que l’on t’opérait.
Georges Perec La Vie Mode D'Emploi,pdf,298,Moret-sur-Loing,Moret-sur-Loing,named_place,city,literal,Moret-sur-Loing,,France,0.950,Grandes Heures de Moret-sur-Loing.
Georges Perec La Vie Mode D'Emploi,pdf,298,Suisse,Suisse,named_place,country,literal,,,Suisse,0.950,"recommandé d’aller au moins en Suisse, en Grande-Bretagne ou au Danemark."
Georges Perec La Vie Mode D'Emploi,pdf,298,Grande-Bretagne,Grande-Bretagne,named_place,country,literal,,,Grande-Bretagne,0.950,"recommandé d’aller au moins en Suisse, en Grande-Bretagne ou au Danemark."
Georges Perec La Vie Mode D'Emploi,pdf,298,Danemark,Danemark,named_place,country,literal,,,Danemark,0.950,"recommandé d’aller au moins en Suisse, en Grande-Bretagne ou au Danemark."
Georges Perec La Vie Mode D'Emploi,pdf,298,Angleterre,Angleterre,named_place,country,literal,,,Angleterre,0.950,aller chercher aide et conseil auprès d’un de ses amis d’enfance qui vivait en Angleterre.
Georges Perec La Vie Mode D'Emploi,pdf,298,Ambassade de France à Londres,Ambassade de France à Londres,named_place,institution,literal,Londres,,France,0.950,"qui récemment sorti de l’E.N.A., faisait alors un stage à l’Ambassade de France à Londres."
Georges Perec La Vie Mode D'Emploi,pdf,298,Neauphle-le-Château,Neauphle-le-Château,named_place,city,literal,Neauphle-le-Château,,France,0.950,qui avaient leurs maisons de campagne à Neauphle-le-Château.
Georges Perec La Vie Mode D'Emploi,pdf,298,Paris,Paris,named_place,city,literal,Paris,,France,0.950,petits Parisiens bien coiffés et bons élèves.
Georges Perec La Vie Mode D'Emploi,pdf,298,rue Simon-Crubellier,rue Simon-Crubellier,named_place,street,literal,Paris,,France,0.950,ils emménagèrent rue Simon-Crubellier.
Georges Perec La Vie Mode D'Emploi,pdf,298,Genève,Genève,named_place,city,literal,Genève,,Suisse,0.950,car quelques semaines après il fut nommé à Genève.
Georges Perec La Vie Mode D'Emploi,pdf,298,gare de Victoria,gare de Victoria,named_place,transport_space,literal,Londres,,Royaume-Uni,0.950,l’accompagna à la gare de Victoria.
Georges Perec La Vie Mode D'Emploi,pdf,298,salle à manger,salle à manger,generic_spatial_entity,domestic_space,literal,,,,0.950,assises autour de la table de la salle à manger.
Georges Perec La Vie Mode D'Emploi,pdf,298,table de la salle à manger,table de la salle à manger,generic_spatial_entity,micro_place,literal,,,,0.950,assises autour de la table de la salle à manger.
Georges Perec La Vie Mode D'Emploi,pdf,300,un petit square,square,generic_spatial_entity,public_space,literal,,,,0.950,je suis allé les lire dans un petit square à côté d’une statue
Georges Perec La Vie Mode D'Emploi,pdf,300,Canada,Canada,named_place,country,literal,,,Canada,0.950,où intervenaient une sœur installée au Canada
Georges Perec La Vie Mode D'Emploi,pdf,300,Égypte,Égypte,named_place,country,literal,,,Égypte,0.950,une nièce infirmière en Égypte
Georges Perec La Vie Mode D'Emploi,pdf,300,Nottingham,Nottingham,named_place,city,literal,Nottingham,,Royaume-Uni,0.950,une autre mariée à Nottingham
Georges Perec La Vie Mode D'Emploi,pdf,300,Margate,Margate,named_place,city,literal,Margate,,Royaume-Uni,0.950,une Mrs Bridgett qui tenait une pension de famille à Margate
Georges Perec La Vie Mode D'Emploi,pdf,300,Tamise,Tamise,named_place,water,literal,,,,0.950,à l’embouchure de la Tamise
Georges Perec La Vie Mode D'Emploi,pdf,300,Londres,Londres,named_place,city,literal,Londres,,Royaume-Uni,0.950,Je suis revenu à la clinique mais ils ne m’ont pas laissé te voir
Georges Perec La Vie Mode D'Emploi,pdf,300,Charing Cross,Charing Cross,named_place,public_space,literal,Londres,,Royaume-Uni,0.950,"le bus arriva à Charing Cross, son terminus"
Georges Perec La Vie Mode D'Emploi,pdf,300,The Greens,The Greens,named_place,commercial_space,literal,Londres,,Royaume-Uni,0.950,Je bus un whisky dans un pub qui s’appelait The Greens
Georges Perec La Vie Mode D'Emploi,pdf,301,l’île de Ré,l’île de Ré,named_place,other,literal,,,France,0.950,Je croyais que cela n’existait que sur l’île de Ré mais sans doute y avait-il quelque part en Angleterre une coutume analogue.
Georges Perec La Vie Mode D'Emploi,pdf,301,Angleterre,Angleterre,named_place,country,literal,,,Angleterre,0.950,Je croyais que cela n’existait que sur l’île de Ré mais sans doute y avait-il quelque part en Angleterre une coutume analogue.
Georges Perec La Vie Mode D'Emploi,pdf,301,Londres,Londres,named_place,city,literal,Londres,,Royaume-Uni,0.950,"nous commençâmes à boire ensemble, à deviser de tout et de rien, de la guerre, de la mort, de Londres, de Paris, de la bière..."
Georges Perec La Vie Mode D'Emploi,pdf,301,Paris,Paris,named_place,city,literal,Paris,,France,0.950,"nous commençâmes à boire ensemble, à deviser de tout et de rien, de la guerre, de la mort, de Londres, de Paris, de la bière..."
Georges Perec La Vie Mode D'Emploi,pdf,301,le pub,le pub,generic_spatial_entity,commercial_space,literal,,,,0.800,Le pub était bondé.
Georges Perec La Vie Mode D'Emploi,pdf,301,le bar,le bar,generic_spatial_entity,commercial_space,literal,,,,0.800,se levant toutes les cinq minutes et se frayant un chemin jusqu’au bar pour en rapporter...
Georges Perec La Vie Mode D'Emploi,pdf,301,le bar enfumé,le bar enfumé,generic_spatial_entity,commercial_space,literal,,,,0.800,laissant son regard aller et venir dans le bar enfumé...
Georges Perec La Vie Mode D'Emploi,pdf,301,chez moi,chez moi,generic_spatial_entity,domestic_space,literal,,,,0.800,"Comment ai-je fait pour revenir chez moi, me déshabiller..."
Georges Perec La Vie Mode D'Emploi,pdf,302,lit,lit,generic_spatial_entity,micro_place,literal,,,,0.950,Mention of a bed while recalling memories.
Georges Perec La Vie Mode D'Emploi,pdf,303,Boudoir rococo,boudoir rococo,generic_spatial_entity,room,literal,,,,0.950,Madame Trévins l’installa dans une pièce que Fleury avait décorée en boudoir rococo.
Georges Perec La Vie Mode D'Emploi,pdf,303,table,table,generic_spatial_entity,micro_place,literal,,,,0.950,Il reste de ces splendeurs une nature morte représentant un luth sur une table.
Georges Perec La Vie Mode D'Emploi,pdf,303,Port-Arthur,Port-Arthur,named_place,other,literal,,,Chine,0.950,mis hors de combat par une mine sous-marine japonaise devant Port-Arthur.
Georges Perec La Vie Mode D'Emploi,pdf,303,Moukden,Moukden,named_place,other,literal,,,Chine,0.950,représente un camp militaire russe aux environs de Moukden.
Georges Perec La Vie Mode D'Emploi,pdf,303,Liège (Belgique),Liège,named_place,city,literal,Liège,,Belgique,0.950,"environ quatre cents pages, recouvert d’un protège-livre en papier flammé : c’est La Vie des Sœurs Trévins, par Célestine Durand-Taillefer [chez l’auteur, rue du Hennin, à Liège (Belgique)]."
Georges Perec La Vie Mode D'Emploi,pdf,303,Abidjan,Abidjan,named_place,city,literal,Abidjan,,Côte d'Ivoire,0.950,"nées en dix-huit minutes le 14 juillet 1943, à Abidjan."
Georges Perec La Vie Mode D'Emploi,pdf,303,Europe,Europe,named_place,region,literal,,Europe,,0.950,fameux dans toute l’Europe.
Georges Perec La Vie Mode D'Emploi,pdf,307,rue Legendre,rue Legendre,named_place,street,literal,Paris,,France,0.950,"elle vient une fois par semaine, tous les mercredis, rue Legendre."
Georges Perec La Vie Mode D'Emploi,pdf,307,Bordeaux,Bordeaux,named_place,city,literal,Bordeaux,Nouvelle-Aquitaine,France,0.950,"pour assister au mariage de sa petite-fille, qui épouse à Bordeaux un sous-contrôleur des poids et mesures."
Georges Perec La Vie Mode D'Emploi,pdf,307,France,France,named_place,country,literal,,,France,0.950,elle est venue en France aujourd’hui.
Georges Perec La Vie Mode D'Emploi,pdf,306,hall d’entrée,hall d’entrée,generic_spatial_entity,public_space,literal,,,,0.950,"Le hall d’entrée, 2"
